note_id,category,note_type,title,content,tags,tag_count,likes,collects,comments_count,shares,engagement,publish_time,publish_hour,publish_weekday,author_name,author_fans,author_total_likes,author_tier,image_count,cover_url,video_duration,ip_location,source_keyword,title_length,content_length,has_emoji,has_numbers,title_hook_count,is_viral,cover_analysis,content_analysis,imported_at
69204061000000001b0227e9,lifestyle,video,我闺蜜绑定了背刺系统，但我却兴奋不已！🤣,#小剧场[话题]# #一人分饰多角[话题]# #剧情演绎[话题]#  #故事内容纯属虚构[话题]# #好嘞是闺蜜不好嘞是敌蜜[话题]# #出乎意料的结局[话题]# #搞笑女[话题]# #girlstalk[话题]# #大象[话题]# #大象双鱼恋[话题]#,"[""小剧场"", ""一人分饰多角"", ""剧情演绎"", ""故事内容纯属虚构"", ""好嘞是闺蜜不好嘞是敌蜜"", ""出乎意料的结局"", ""搞笑女"", ""girlstalk"", ""大象"", ""大象双鱼恋""]",10,2451,221,16,44,2732,2025-11-21T18:35:13,18,4,方夕木,176965,2325290,macro,0,http://sns-webpic-qc.xhscdn.com/202604082200/fdec8183434dd6c100e0f3b3fff5806a/1040g00831p5613692g005n95mllljhm1cod0p40!nd_dft_wlteh_webp_3,3分19秒,,,20,128,1,0,1,0,,,2026-04-08 14:23:37
691d8f4c000000000d00f288,lifestyle,video,这期视频能帮女生养出一个赚钱的脑子3.0～！,#小剧场[话题]# #一人分饰多角[话题]# #剧情[话题]# #搞钱先搞脑[话题]# #剧情演绎[话题]# #Girls Talk[话题]# #女人一定要学会赚钱[话题]# #小破杯pipo[话题]# #高颜值保温杯[话题]#,"[""小剧场"", ""一人分饰多角"", ""剧情"", ""搞钱先搞脑"", ""剧情演绎"", ""Girls Talk"", ""女人一定要学会赚钱"", ""小破杯pipo"", ""高颜值保温杯""]",9,2156,446,14,32,2648,2025-11-19T17:35:08,17,2,方夕木,176965,2325290,macro,0,http://sns-webpic-qc.xhscdn.com/202604082200/38d3a4ba5b6142169c1cbd4b7f65ed41/1040g2sg31p2ht91liue05n95mllljhm1ssdnmd0!nd_dft_wlteh_webp_3,3分12秒,,,22,114,0,1,2,0,,,2026-04-08 14:23:37
6919721a000000000d038047,lifestyle,video,这期视频，能帮女生养出一个会赚钱的脑子2.0,#小剧场[话题]# #一人分饰多角[话题]# #女孩子就是要搞事业[话题]# #普通人赚钱[话题]# #搞钱先搞脑[话题]# #女性经济自由[话题]# #女生应该财富自由[话题]# #有野心的女生[话题]# #剧情演绎[话题]# #搞钱是王道[话题]#,"[""小剧场"", ""一人分饰多角"", ""女孩子就是要搞事业"", ""普通人赚钱"", ""搞钱先搞脑"", ""女性经济自由"", ""女生应该财富自由"", ""有野心的女生"", ""剧情演绎"", ""搞钱是王道""]",10,285,96,3,13,397,2025-11-16T14:41:30,14,6,方夕木,176965,2325290,macro,0,http://sns-webpic-qc.xhscdn.com/202604082200/04d61c469d9898c8b6232abb4c53336c/1040g00831ouh8d6thg105n95mllljhm117d9190!nd_dft_wlteh_webp_3,3分1秒,,,22,126,0,1,1,0,,,2026-04-08 14:23:37
69172bb3000000000d03a72b,lifestyle,video,《揭秘游戏公司辱女营销的千层套路》,#小剧场[话题]# #一人分饰多角[话题]# #剧情演绎[话题]# #女性思考[话题]# #请大家引以为戒[话题]# #物种的多样性[话题]# #我为消费者发声[话题]# #女性意识崛起[话题]# #girlstalk[话题]#,"[""小剧场"", ""一人分饰多角"", ""剧情演绎"", ""女性思考"", ""请大家引以为戒"", ""物种的多样性"", ""我为消费者发声"", ""女性意识崛起"", ""girlstalk""]",9,1545,107,105,53,1810,2025-11-14T21:16:35,21,4,方夕木,176965,2325290,macro,0,http://sns-webpic-qc.xhscdn.com/202604082200/57d9102f2c54d68034fe37bcc1479817/1040g2sg31osa9ch71g705n95mllljhm1ur39jug!nd_dft_wlteh_webp_3,2分17秒,,,17,114,0,0,0,0,,,2026-04-08 14:23:37
6912c115000000000301dc25,lifestyle,video,老师和母父没教，但很重要的性知识2.0！,#小剧场[话题]# #一人分饰多角[话题]# #性知识[话题]# #剧情演绎[话题]# #避孕[话题]# #性教育[话题]##紧急避孕[话题]##紧急避孕药[话题]##毓婷关爱⼥性25年[话题]# #毓见心动爱意声起[话题]#,"[""小剧场"", ""一人分饰多角"", ""性知识"", ""剧情演绎"", ""避孕"", ""性教育"", ""紧急避孕"", ""紧急避孕药"", ""毓婷关爱⼥性25年"", ""毓见心动爱意声起""]",10,69000,9067,646,2552,81265,2025-11-11T17:05:59,17,1,方夕木,176965,2325290,macro,0,http://sns-webpic-qc.xhscdn.com/202604082200/0d88f5c52a7f30fa1217a21f8c2bc5df/1040g2sg31oo83h8dg6e05n95mllljhm1rn45no0!nd_dft_wlteh_webp_3,2分46秒,,,20,113,0,1,2,1,,,2026-04-08 14:23:37
690c72ef00000000030381d1,lifestyle,video,有人故意恶心你？嘴笨女宝必看的回怼方法～,"#girlstalk[话题]# #小剧场[话题]# #剧情演绎[话题]# #一人分饰多角[话题]# #别让不好意思害了你[话题]# #不在意别人的眼光[话题]# #嘴巴比脑子快[话题]# #女孩别怕太显眼[话题]# #高情商聊天[话题]# #被阴阳怪气[话题]#
原创：@昭希 （非常有才的拍剧情的小姐姐 推荐大家关注💖）","[""girlstalk"", ""小剧场"", ""剧情演绎"", ""一人分饰多角"", ""别让不好意思害了你"", ""不在意别人的眼光"", ""嘴巴比脑子快"", ""女孩别怕太显眼"", ""高情商聊天"", ""被阴阳怪气""]",10,555,119,7,8,689,2025-11-06T18:05:35,18,3,方夕木,176965,2325290,macro,0,http://sns-webpic-qc.xhscdn.com/202604082200/9df2026facaa0edcfa7caef502c9b51e/1040g2sg31ohr6a5n6m705n95mllljhm1k0f0n9o!nd_dft_wlteh_webp_3,47秒,,,20,161,1,0,2,0,,,2026-04-08 14:23:37
690b4108000000000300c391,lifestyle,video,《求尊重女玩家教程🙏》,#girlstalk[话题]# #小剧场[话题]# #Girls Talk[话题]# #女性向游戏[话题]# #女性意识崛起[话题]# #正视女性困境[话题]# #剧情演绎[话题]# #一人分饰多角[话题]# #游戏圈那些事[话题]# #女性思考[话题]#,"[""girlstalk"", ""小剧场"", ""Girls Talk"", ""女性向游戏"", ""女性意识崛起"", ""正视女性困境"", ""剧情演绎"", ""一人分饰多角"", ""游戏圈那些事"", ""女性思考""]",10,5204,318,700,100,6322,2025-11-05T20:20:24,20,2,方夕木,176965,2325290,macro,0,http://sns-webpic-qc.xhscdn.com/202604082200/6c56b85f5e0b0d843c468487e7dcc070/1040g00831oglrij5lm005n95mllljhm1o8r88k0!nd_dft_wlteh_webp_3,48秒,,,11,128,1,0,0,0,,,2026-04-08 14:23:37
6906f3ee000000000301cbea,lifestyle,video,喜恶同因，瑕瑜互见，世界上没有完美的恋人,"#小剧场[话题]# #girlstalk[话题]# #剧情演绎[话题]# #一人分饰多角[话题]# #爱是恒久忍耐[话题]# #倘若你遇见真正的爱[话题]# #爱不是寻找一个完美的人[话题]# #喜恶同因[话题]# #情感树洞[话题]# #恋爱观[话题]#
选题参考：博主 Amber朱
这个系列的原创应该是：博主 哎一古
（两个超级萌的大美女🥹喜欢💕）","[""小剧场"", ""girlstalk"", ""剧情演绎"", ""一人分饰多角"", ""爱是恒久忍耐"", ""倘若你遇见真正的爱"", ""爱不是寻找一个完美的人"", ""喜恶同因"", ""情感树洞"", ""恋爱观""]",10,5298,588,81,299,6266,2025-11-02T14:02:22,14,6,方夕木,176965,2325290,macro,0,http://sns-webpic-qc.xhscdn.com/202604082200/ff4f19cfc260a566636ada2a557a2e52/1040g2sg31ocfemv06gl05n95mllljhm1hv4nqjo!nd_dft_wlteh_webp_3,1分30秒,,,20,177,1,0,0,0,,,2026-04-08 14:23:37
690489dc000000000301995f,lifestyle,video,同事抢功、甩锅还推活？教你反制职场小人！,"#小剧场[话题]# #girlstalk[话题]# #剧情演绎[话题]# #一人分饰多角[话题]# #职场人际关系[话题]# #职场生存之道[话题]# #职场那些事儿[话题]# #情商口才[话题]# #防小人秘籍[话题]# #高情商社交[话题]#
原创选题&灵感来源：
博主 养乐多多多
博主 帮女友职场避坑的小号
（两位都是很优秀的职场博主哦，推荐大家关注^_^）","[""小剧场"", ""girlstalk"", ""剧情演绎"", ""一人分饰多角"", ""职场人际关系"", ""职场生存之道"", ""职场那些事儿"", ""情商口才"", ""防小人秘籍"", ""高情商社交""]",10,2988,1277,12,64,4341,2025-10-31T18:05:16,18,4,方夕木,176965,2325290,macro,0,http://sns-webpic-qc.xhscdn.com/202604082200/32445c22236f660db2deb3ba68597f59/1040g2sg31oa42bbqg6e05n95mllljhm1g1hoigo!nd_dft_wlteh_webp_3,2分22秒,,,20,183,0,0,1,0,,,2026-04-08 14:23:37
69033edd000000000300d9ec,lifestyle,video,这期视频，能帮女生养出一个会赚钱的脑子～,"#小剧场[话题]# #变富变美变优秀[话题]# #剧情演绎[话题]# #赚钱思维[话题]# #一人分饰多角[话题]# #girlstalk[话题]# #女生一定要经济独立[话题]# #搞钱思维[话题]# #有野心的女生[话题]# #普通人赚钱[话题]#
开头拼多多为什么推出仅退款功能的思考整理自班马mvp实验室（是非常优秀的产品知识博主，推荐大家关注^_^）
后两个剧情内容是自己亲身经历～","[""小剧场"", ""变富变美变优秀"", ""剧情演绎"", ""赚钱思维"", ""一人分饰多角"", ""girlstalk"", ""女生一定要经济独立"", ""搞钱思维"", ""有野心的女生"", ""普通人赚钱""]",10,8090,2958,11,197,11256,2025-10-30T18:33:01,18,3,方夕木,176965,2325290,macro,0,http://sns-webpic-qc.xhscdn.com/202604082200/1574f130e23291546d2f05a51df8ec45/1040g2sg31o8ri7i0l8e05n95mllljhm17dnqbt8!nd_dft_wlteh_webp_3,1分56秒,,,20,196,0,0,0,0,,,2026-04-08 14:23:37
